ID,Subject,Commit,Class,Method,Item
1266,commons-lang,0343b4fda87161265acf30d5ee61e525e751358d,org.apache.commons.lang3.StringUtilsTest,testSplitPreserveAllTokens_StringString_StringStringInt,#28
1267,commons-lang,0343b4fda87161265acf30d5ee61e525e751358d,org.apache.commons.lang3.StringUtilsTest,testStringUtilsCharSequenceContract,#28
1268,commons-lang,0343b4fda87161265acf30d5ee61e525e751358d,org.apache.commons.lang3.StringUtilsTest,testSwapCase_String,#28
1269,commons-lang,04b55bc7ca0b0ac444fdc8ad01acef8172852a8f,org.apache.commons.lang3.text.WordUtilsTest,testWrap_StringInt,#L3
1270,commons-lang,04b55bc7ca0b0ac444fdc8ad01acef8172852a8f,org.apache.commons.lang3.text.WordUtilsTest,testWrap_StringIntStringBoolean,#L3
1271,commons-lang,05763470e5a067eb153533d47baa73174ad9bd46,org.apache.commons.lang3.math.NumberUtilsTest,testIsNumber,#L1
1272,commons-lang,07ea480752809451f7d48cf46d74723572356126,org.apache.commons.lang3.StringUtilsTest,testCaseFunctions,#6
1273,commons-lang,07ea480752809451f7d48cf46d74723572356126,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayCharSeparator,#6
1274,commons-lang,07ea480752809451f7d48cf46d74723572356126,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayOfBytes,#6
1275,commons-lang,07ea480752809451f7d48cf46d74723572356126,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayOfChars,#6
1276,commons-lang,07ea480752809451f7d48cf46d74723572356126,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayOfDoubles,#6
1277,commons-lang,07ea480752809451f7d48cf46d74723572356126,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayOfFloats,#6
1278,commons-lang,07ea480752809451f7d48cf46d74723572356126,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayOfInts,#6
1279,commons-lang,07ea480752809451f7d48cf46d74723572356126,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayOfLongs,#6
1280,commons-lang,07ea480752809451f7d48cf46d74723572356126,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayOfShorts,#6
1281,commons-lang,07ea480752809451f7d48cf46d74723572356126,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayString,#6
1282,commons-lang,07ea480752809451f7d48cf46d74723572356126,org.apache.commons.lang3.StringUtilsTest,testJoin_Objectarray,#6
1283,commons-lang,07ea480752809451f7d48cf46d74723572356126,org.apache.commons.lang3.StringUtilsTest,testJoin_Objects,#6
1284,commons-lang,07ea480752809451f7d48cf46d74723572356126,org.apache.commons.lang3.StringUtilsTest,testSwapCase_String,#6
1285,commons-lang,0822b4226f31e50ec244d311e56e3446a8e5811f,org.apache.commons.lang3.StringUtilsTest,testLowerCase,#L3
1286,commons-lang,0822b4226f31e50ec244d311e56e3446a8e5811f,org.apache.commons.lang3.StringUtilsTest,testUpperCase,#L3
1287,commons-lang,092d6da56691fbd7212229c5a0a09bdac80d1510,org.apache.commons.lang3.reflect.FieldUtilsTest,testWriteField,#14
1288,commons-lang,0942ef04f1fa911d382b79a92dca1dd4b3eb88e6,org.apache.commons.lang3.time.DateUtilsFragmentTest,testMinutesOfYearWithWrongOffsetBugWithCalendar,#L1
1289,commons-lang,0f1e07e1fee231afc1b92279b79e0837b8ac2979,org.apache.commons.lang3.ArrayUtilsTest,testSubarrayFloat,#28
1290,commons-lang,0f1e07e1fee231afc1b92279b79e0837b8ac2979,org.apache.commons.lang3.exception.ContextedRuntimeExceptionTest,testContextedExceptionStringThrowableContext,#28
1291,commons-lang,0f1e07e1fee231afc1b92279b79e0837b8ac2979,org.apache.commons.lang3.LocaleUtilsTest,testThreeCharsLocale,#28
1292,commons-lang,0f1e07e1fee231afc1b92279b79e0837b8ac2979,org.apache.commons.lang3.text.CompositeFormatTest,testCompositeFormat,#28
1293,commons-lang,10d2363fcdd6e15568f765ba0dfd5f0cfa0b04eb,org.apache.commons.lang3.CharEncodingTest,testMustBeSupportedJava1_3_1_and_above,#L4
1294,commons-lang,10fee7abaf6c5efd335ccab56876b90baffbec13,org.apache.commons.lang3.ObjectUtilsTest,testEquals,#20
1295,commons-lang,10fee7abaf6c5efd335ccab56876b90baffbec13,org.apache.commons.lang3.ObjectUtilsTest,testHashCode,#20
1296,commons-lang,10fee7abaf6c5efd335ccab56876b90baffbec13,org.apache.commons.lang3.text.StrTokenizerTest,test1,#20
1297,commons-lang,10fee7abaf6c5efd335ccab56876b90baffbec13,org.apache.commons.lang3.text.StrTokenizerTest,test2,#20
1298,commons-lang,10fee7abaf6c5efd335ccab56876b90baffbec13,org.apache.commons.lang3.text.StrTokenizerTest,test3,#20
1299,commons-lang,10fee7abaf6c5efd335ccab56876b90baffbec13,org.apache.commons.lang3.text.StrTokenizerTest,test4,#20
1300,commons-lang,10fee7abaf6c5efd335ccab56876b90baffbec13,org.apache.commons.lang3.text.StrTokenizerTest,test5,#20
1301,commons-lang,10fee7abaf6c5efd335ccab56876b90baffbec13,org.apache.commons.lang3.text.StrTokenizerTest,test7,#20
1302,commons-lang,10fee7abaf6c5efd335ccab56876b90baffbec13,org.apache.commons.lang3.text.StrTokenizerTest,test8,#20
1303,commons-lang,11a15c639438065e63ab0bb6f8bd87779855ea67,org.apache.commons.lang3.ValidateTest,testExclusiveBetween,#L1
1304,commons-lang,11a15c639438065e63ab0bb6f8bd87779855ea67,org.apache.commons.lang3.ValidateTest,testExclusiveBetween_withMessage,#L1
1305,commons-lang,11a15c639438065e63ab0bb6f8bd87779855ea67,org.apache.commons.lang3.ValidateTest,testInclusiveBetween,#L1
1306,commons-lang,11a15c639438065e63ab0bb6f8bd87779855ea67,org.apache.commons.lang3.ValidateTest,testInclusiveBetween_withMessage,#L1
1307,commons-lang,11a15c639438065e63ab0bb6f8bd87779855ea67,org.apache.commons.lang3.ValidateTest,testIsInstanceOf,#L1
1308,commons-lang,155cec1085f9bd5383241e4c93fb40117081aaba,org.apache.commons.lang3.StringUtilsTest,testSplit_String,#L1
1309,commons-lang,159415855d06d186e86a70f3d4aba8c2e96d4b34,org.apache.commons.lang3.math.NumberUtilsTest,testIsNumber,#L3
1310,commons-lang,1b9d938d66a172b200fd90d4a61707852bdb4b8f,org.apache.commons.lang3.StringUtilsTest,testChop,#L1
1311,commons-lang,1ced894df70d66f3a786c2c8cd6e23e0d4263d91,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest,testContainsStringWithSupplementaryChars,#L1
1312,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyBoolean,#L3
1313,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyBooleanEmptyArray,#L3
1314,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyBooleanNull,#L3
1315,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyBooleanObject,#L3
1316,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyBooleanObjectEmptyArray,#L3
1317,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyBooleanObjectNull,#L3
1318,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyByte,#L3
1319,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyByteEmptyArray,#L3
1320,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyByteNull,#L3
1321,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyByteObject,#L3
1322,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyByteObjectEmptyArray,#L3
1323,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyByteObjectNull,#L3
1324,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyChar,#L3
1325,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyCharEmptyArray,#L3
1326,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyCharNull,#L3
1327,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyCharObject,#L3
1328,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyCharObjectEmptyArray,#L3
1329,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNUllToEmptyCharObjectNull,#L3
1330,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyDouble,#L3
1331,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyDoubleEmptyArray,#L3
1332,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyDoubleNull,#L3
1333,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyDoubleObject,#L3
1334,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyDoubleObjectEmptyArray,#L3
1335,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyDoubleObjectNull,#L3
1336,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyFloat,#L3
1337,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyFloatEmptyArray,#L3
1338,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyFloatNull,#L3
1339,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyFloatObject,#L3
1340,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyFloatObjectEmptyArray,#L3
1341,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyFloatObjectNull,#L3
1342,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyInt,#L3
1343,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyIntEmptyArray,#L3
1344,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyIntNull,#L3
1345,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyIntObject,#L3
1346,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyIntObjectEmptyArray,#L3
1347,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyIntObjectNull,#L3
1348,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyLong,#L3
1349,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyLongEmptyArray,#L3
1350,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyLongNull,#L3
1351,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyLongObject,#L3
1352,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyLongObjectEmptyArray,#L3
1353,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyLongObjectNull,#L3
1354,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyObject,#L3
1355,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyObjectEmptyArray,#L3
1356,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyObjectNull,#L3
1357,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyShort,#L3
1358,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyShortEmptyArray,#L3
1359,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyShortNull,#L3
1360,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyShortObject,#L3
1361,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyShortObjectEmptyArray,#L3
1362,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyShortObjectNull,#L3
1363,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyString,#L3
1364,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyStringEmptyArray,#L3
1365,commons-lang,226a96ace20b351226d82105e2eb4197f0a8ed93,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyStringNull,#L3
1366,commons-lang,23c706ff915c4be7d371d3098fc8de2cc3aa2b67,org.apache.commons.lang3.ArrayUtilsTest,testIsSortedComparator,#34
1367,commons-lang,2abe2c8366bebe043fe7aef7d091f7b169fcec79,org.apache.commons.lang3.text.StrTokenizerTest,test1,#3
1368,commons-lang,2abe2c8366bebe043fe7aef7d091f7b169fcec79,org.apache.commons.lang3.text.StrTokenizerTest,test2,#3
1369,commons-lang,2abe2c8366bebe043fe7aef7d091f7b169fcec79,org.apache.commons.lang3.text.StrTokenizerTest,test3,#3
1370,commons-lang,2abe2c8366bebe043fe7aef7d091f7b169fcec79,org.apache.commons.lang3.text.StrTokenizerTest,test4,#3
1371,commons-lang,2abe2c8366bebe043fe7aef7d091f7b169fcec79,org.apache.commons.lang3.text.StrTokenizerTest,test5,#3
1372,commons-lang,2abe2c8366bebe043fe7aef7d091f7b169fcec79,org.apache.commons.lang3.text.StrTokenizerTest,test7,#3
1373,commons-lang,2abe2c8366bebe043fe7aef7d091f7b169fcec79,org.apache.commons.lang3.text.StrTokenizerTest,test8,#3
1374,commons-lang,2b52dedd56503bf89b28cfbad21f59e3dd4d1d32,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayOfBytes,#L1
1375,commons-lang,2b52dedd56503bf89b28cfbad21f59e3dd4d1d32,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayOfChars,#L1
1376,commons-lang,2b52dedd56503bf89b28cfbad21f59e3dd4d1d32,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayOfDoubles,#L1
1377,commons-lang,2b52dedd56503bf89b28cfbad21f59e3dd4d1d32,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayOfFloats,#L1
1378,commons-lang,2b52dedd56503bf89b28cfbad21f59e3dd4d1d32,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayOfInts,#L1
1379,commons-lang,2b52dedd56503bf89b28cfbad21f59e3dd4d1d32,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayOfLongs,#L1
1380,commons-lang,2b52dedd56503bf89b28cfbad21f59e3dd4d1d32,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayOfShorts,#L1
1381,commons-lang,2b52dedd56503bf89b28cfbad21f59e3dd4d1d32,org.apache.commons.lang3.StringUtilsTest,testReplace_StringStringArrayStringArray,#L1
1382,commons-lang,2ed96f00f724c3331d6b56b6b5650b9632f43954,org.apache.commons.lang3.time.FastDateParser_TimeZoneStrategyTest,testTimeZoneStrategyPattern,#L3
1383,commons-lang,34558845e3777afdc1bf90ebbcb2017ca17aea86,org.apache.commons.lang3.time.DateUtilsTest,testRoundLang346,#28
1384,commons-lang,364d5912b2853210d078238e62e4989c7c4b57fa,org.apache.commons.lang3.math.NumberUtilsTest,testStringToDoubleString,#38
1385,commons-lang,364d5912b2853210d078238e62e4989c7c4b57fa,org.apache.commons.lang3.math.NumberUtilsTest,testToFloatString,#38
1386,commons-lang,364d5912b2853210d078238e62e4989c7c4b57fa,org.apache.commons.lang3.math.NumberUtilsTest,testToIntString,#38
1387,commons-lang,364d5912b2853210d078238e62e4989c7c4b57fa,org.apache.commons.lang3.math.NumberUtilsTest,testToLongString,#38
1388,commons-lang,364d5912b2853210d078238e62e4989c7c4b57fa,org.apache.commons.lang3.math.NumberUtilsTest,testToShortString,#38
1389,commons-lang,39022255c53737085c94c937433eaeafb5e7a867,org.apache.commons.lang3.StringUtilsTest,testJoin_IteratorString,#L1
1390,commons-lang,3acffccf15027bcf87e25a432f085c45e103b0ec,org.apache.commons.lang3.StringUtilsTest,testReplace_StringStringStringInt,#L1
1391,commons-lang,3f796bf74666ff9a4a6d31f10dbde4fd5e837d6a,org.apache.commons.lang3.RangeTest,testBetweenWithCompare,#L1
1392,commons-lang,405bde36c42e591bde85d6bca1ccb1910a33a962,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest,testContainsAny_StringCharArray,#L1
1393,commons-lang,43008052af8543899996c6bd2410429398f9582d,org.apache.commons.lang3.ClassPathUtilsTest,testToFullyQualifiedNameNullClassString,#L1
1394,commons-lang,43008052af8543899996c6bd2410429398f9582d,org.apache.commons.lang3.ClassPathUtilsTest,testToFullyQualifiedNameNullPackageString,#L1
1395,commons-lang,43008052af8543899996c6bd2410429398f9582d,org.apache.commons.lang3.ClassPathUtilsTest,testToFullyQualifiedPathClassNullString,#L1
1396,commons-lang,43008052af8543899996c6bd2410429398f9582d,org.apache.commons.lang3.ClassPathUtilsTest,testToFullyQualifiedPathPackageNullString,#L1
1397,commons-lang,439ee3bc05432ca2d980894b35b8b73e4a9d2932,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyBooleanEmptyArray,#5
1398,commons-lang,439ee3bc05432ca2d980894b35b8b73e4a9d2932,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyBooleanObjectEmptyArray,#5
1399,commons-lang,439ee3bc05432ca2d980894b35b8b73e4a9d2932,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyByteEmptyArray,#5
1400,commons-lang,439ee3bc05432ca2d980894b35b8b73e4a9d2932,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyByteObjectEmptyArray,#5
1401,commons-lang,439ee3bc05432ca2d980894b35b8b73e4a9d2932,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyCharEmptyArray,#5
1402,commons-lang,439ee3bc05432ca2d980894b35b8b73e4a9d2932,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyCharObjectEmptyArray,#5
1403,commons-lang,439ee3bc05432ca2d980894b35b8b73e4a9d2932,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyDoubleEmptyArray,#5
1404,commons-lang,439ee3bc05432ca2d980894b35b8b73e4a9d2932,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyDoubleObjectEmptyArray,#5
1405,commons-lang,439ee3bc05432ca2d980894b35b8b73e4a9d2932,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyFloatEmptyArray,#5
1406,commons-lang,439ee3bc05432ca2d980894b35b8b73e4a9d2932,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyFloatObjectEmptyArray,#5
1407,commons-lang,439ee3bc05432ca2d980894b35b8b73e4a9d2932,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyIntEmptyArray,#5
1408,commons-lang,439ee3bc05432ca2d980894b35b8b73e4a9d2932,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyIntObjectEmptyArray,#5
1409,commons-lang,439ee3bc05432ca2d980894b35b8b73e4a9d2932,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyLongEmptyArray,#5
1410,commons-lang,439ee3bc05432ca2d980894b35b8b73e4a9d2932,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyLongObjectEmptyArray,#5
1411,commons-lang,439ee3bc05432ca2d980894b35b8b73e4a9d2932,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyObjectEmptyArray,#5
1412,commons-lang,439ee3bc05432ca2d980894b35b8b73e4a9d2932,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyShortEmptyArray,#5
1413,commons-lang,439ee3bc05432ca2d980894b35b8b73e4a9d2932,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyShortObjectEmptyArray,#5
1414,commons-lang,439ee3bc05432ca2d980894b35b8b73e4a9d2932,org.apache.commons.lang3.ArrayUtilsTest,testNullToEmptyStringEmptyArray,#5
1415,commons-lang,4660148be3bffbaf6490ebb80fb5dcf90a32b44d,org.apache.commons.lang3.reflect.FieldUtilsTest,testWriteFieldForceAccess,#22
1416,commons-lang,48652f594150affc1848c36649e2380adbd82f94,org.apache.commons.lang3.concurrent.ConstantInitializerTest,testToString,#L6
1417,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.ClassUtilsTest,testShowJavaBug,#35
1418,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.concurrent.BackgroundInitializerTest,testGetInterruptedException,#35
1419,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.concurrent.CallableBackgroundInitializerTest,testInitExecutor,#35
1420,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.concurrent.CallableBackgroundInitializerTest,testInitialize,#35
1421,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.concurrent.CallableBackgroundInitializerTest,testInitNullCallable,#35
1422,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.concurrent.ConcurrentUtilsTest,testCreateIfAbsentKeyNotPresent,#35
1423,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.concurrent.ConcurrentUtilsTest,testCreateIfAbsentKeyPresent,#35
1424,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.concurrent.ConcurrentUtilsTest,testCreateIfAbsentNullInit,#35
1425,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.concurrent.ConcurrentUtilsTest,testCreateIfAbsentUncheckedSuccess,#35
1426,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.concurrent.ConcurrentUtilsTest,testPutIfAbsentKeyNotPresent,#35
1427,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.concurrent.ConcurrentUtilsTest,testPutIfAbsentKeyPresent,#35
1428,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.concurrent.ConstantInitializerTest,testEqualsFalse,#35
1429,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.concurrent.ConstantInitializerTest,testEqualsTrue,#35
1430,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.concurrent.ConstantInitializerTest,testEqualsWithOtherObjects,#35
1431,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.concurrent.ConstantInitializerTest,testToStringNull,#35
1432,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.event.EventListenerSupportTest,testEventDispatchOrder,#35
1433,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.mutable.MutableObjectTest,testConstructors,#35
1434,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.mutable.MutableObjectTest,testEquals,#35
1435,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.mutable.MutableObjectTest,testGetSet,#35
1436,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.mutable.MutableObjectTest,testHashCode,#35
1437,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.mutable.MutableObjectTest,testToString,#35
1438,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.ObjectUtilsTest,testHashCodeMulti_multiple_likeList,#35
1439,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.text.StrLookupTest,testMapLookup,#35
1440,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.text.translate.EntityArraysTest,testHTML40_EXTENDED_ESCAPE,#35
1441,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.text.translate.EntityArraysTest,testISO8859_1_ESCAPE,#35
1442,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.tuple.ImmutablePairTest,testBasic,#35
1443,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.tuple.ImmutableTripleTest,testBasic,#35
1444,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.tuple.MutablePairTest,testBasic,#35
1445,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.tuple.MutablePairTest,testDefault,#35
1446,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.tuple.MutablePairTest,testMutate,#35
1447,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.tuple.MutableTripleTest,testBasic,#35
1448,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.tuple.MutableTripleTest,testDefault,#35
1449,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.tuple.MutableTripleTest,testMutate,#35
1450,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.tuple.PairTest,testCompatibilityBetweenPairs,#35
1451,commons-lang,4f82195afdc4279c05826fc20f8642bfdaaafec3,org.apache.commons.lang3.tuple.PairTest,testMapEntry,#35
